,scaffold,scaffold_fold
4394,c1ccc2ccccc2c1,9
4395,c1ccc2ccccc2c1,9
4396,c1ccc2ccccc2c1,9
4397,c1ccccc1,1
4398,c1ccccc1,1
4399,c1ccccc1,1
4400,c1ccccc1,1
4401,c1ccsc1,6
4402,c1ccsc1,6
4403,c1ccsc1,6
4404,c1ccsc1,6
4405,O=C(OC1COC2CCOC21)c1ccco1,6
4406,c1ccc(Cc2ccccc2)cc1,2
4407,c1ccc(CCCCCCc2ccccc2)cc1,8
4408,c1ccc(CCCCCc2ccccc2)cc1,3
4409,c1ccc(CCCCc2ccccc2)cc1,7
4410,c1ccc(CCCc2ccccc2)cc1,7
4411,c1ccc(CCc2ccccc2)cc1,8
4412,c1ccc(Cc2ccccc2)cc1,2
4413,c1ccccc1,1
4414,c1ccccc1,1
4415,c1ccccc1,1
4416,c1ccccc1,1
4417,c1ccccc1,1
4418,c1ccccc1,1
4419,c1ccccc1,1
4420,c1ccccc1,1
4421,c1ccccc1,1
4422,O=C(OCC1CCCCC1)c1ccccc1,6
4423,c1ccccc1,1
4424,c1ccccc1,1
4425,c1ccccc1,1
4426,O=C(OCCNc1ccccc1)c1ccccc1,6
4427,O=C(OCCNc1ccc(N=Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1)c1ccccc1,2
4428,c1ccccc1,1
4429,c1ccccc1,1
4430,c1ccccc1,1
4431,c1ccc(CCCc2ccccc2)cc1,7
4432,c1ccc(Cc2ccccc2)cc1,2
4433,c1ccc(Cc2ccccc2)cc1,2
4434,C(=Cc1ccccc1)c1ccccc1,9
4435,C(=Cc1ccccc1)c1ccccc1,9
4436,O=C(Cc1ccccc1)OCc1ccccc1,6
4437,c1ccc(CCCCCc2ccccc2)cc1,3
4438,c1ccc(CCCCc2ccccc2)cc1,7
4439,c1ccc(Cc2ccccc2)cc1,2
4440,C(=Nc1ccccc1)Nc1ccccc1,8
4441,C(=Nc1ccccc1)Nc1ccccc1,8
4442,C(=Cc1ccc(C=Nc2ccccc2)cc1)c1ccc(C=Cc2ccc(C=Nc3ccccc3)cc2)cc1,7
4443,c1ccc(SCCCCSc2ccccc2)cc1,7
4444,O=C(OCCNc1ccc(C=Cc2ccccc2)cc1)c1ccc([SiH2]c2ccccc2)cc1,8
4445,c1ccc(-c2ccccc2)cc1,8
4446,c1ccc(-c2ccccc2)cc1,8
4447,c1ccc(-c2ccccc2)cc1,8
4448,c1ccc(-c2ccccc2)cc1,8
4449,c1ccc(-c2ccccc2)cc1,8
4450,c1ccc(-c2ccccc2)cc1,8
4451,c1ccc(-c2ccccc2)cc1,8
4452,c1ccc(-c2ccccc2)cc1,8
4453,c1ccc(-c2ccccc2)cc1,8
4454,c1ccc(-c2ccccc2)cc1,8
4455,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,9
4456,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,9
4457,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,9
4458,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,9
4459,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,9
4460,c1ccccc1,1
4461,,0
4462,,0
4463,,0
4464,,0
4465,,0
4466,,0
4467,,0
4468,c1ccccc1,1
4469,c1ccccc1,1
4470,c1ccccc1,1
4471,c1ccccc1,1
4472,c1ccsc1,6
4473,c1ccsc1,6
4474,c1ccsc1,6
4475,c1ccsc1,6
4476,c1ccc(-c2ccccc2)cc1,8
4477,c1ccc(-c2ccccc2)cc1,8
4478,c1ccc(-c2ccccc2)cc1,8
4479,c1ccccc1,1
4480,c1ccccc1,1
4481,c1ccccc1,1
4482,c1ccsc1,6
4483,c1ccsc1,6
4484,c1ccsc1,6
4485,c1ccsc1,6
4486,c1ccsc1,6
4487,c1ccccc1,1
4488,,0
4489,,0
4490,c1ccccc1,1
4491,,0
4492,,0
4493,,0
4494,,0
4495,,0
4496,,0
4497,O=C(Nc1ccc(Cc2ccccc2)cc1)OC(Cc1ccco1)c1ccco1,2
4498,,0
4499,,0
4500,,0
4501,,0
4502,,0
4503,,0
4504,,0
4505,,0
4506,C1CCC1,9
4507,,0
4508,,0
4509,,0
4510,,0
4511,,0
4512,,0
4513,,0
4514,,0
4515,,0
4516,,0
4517,,0
4518,,0
4519,,0
4520,,0
4521,,0
4522,c1ccccc1,1
4523,,0
4524,O=C1NC(=O)C2C3C=CC(C3)C12,7
4525,,0
4526,,0
4527,,0
4528,,0
4529,,0
4530,O=C1NC(=O)C2C3C=CC(C3)C12,7
4531,O=C1NC(=O)C2C3C=CC(C3)C12,7
4532,,0
4533,c1ccccc1,1
4534,,0
4535,,0
4536,,0
4537,,0
4538,,0
4539,,0
4540,,0
4541,,0
4542,,0
4543,c1ccc(-c2ccccc2)cc1,8
4544,,0
4545,,0
4546,,0
4547,,0
4548,,0
4549,,0
4550,,0
4551,,0
4552,,0
4553,c1ccccc1,1
4554,c1ccoc1,3
4555,,0
4556,,0
4557,,0
4558,C1=COCCC1,4
4559,C1CO1,3
4560,C1CO1,3
4561,,0
4562,,0
4563,,0
4564,,0
4565,,0
4566,c1ccccc1,1
4567,,0
4568,,0
4569,,0
4570,,0
4571,C1COCOC1,2
4572,,0
4573,,0
4574,,0
4575,C(=Nc1ccccc1)c1ccccc1,7
4576,c1ccc(-c2ccccc2)cc1,8
4577,c1ccccc1,1
4578,,0
4579,,0
4580,c1ccccc1,1
4581,,0
4582,,0
4583,,0
4584,,0
4585,O=C(OCCCOC(=O)C1=C(c2ccccc2)C2C=CC1C2)C1=C(C(=O)OCC(COC(=O)C2=C(c3ccccc3)C3C=CC2C3)OC(=O)c2ccccc2)C2C=CC1C2,3
4586,c1ccoc1,3
4587,O=C(Nc1ccc(Cc2ccccc2)cc1)OCCc1ccco1,4
4588,O=C(OCCCOc1ccc(N=Nc2ccccc2)cc1)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,5
4589,c1ccccc1,1
4590,O=C(OCCCOc1ccc(N=Nc2ccccc2)cc1)c1ccccc1-c1ccccc1,6
4591,O=C(OCCCOc1ccc(N=Nc2ccccc2)cc1)c1ccccc1,9
4592,O=C(OCCCOc1ccc(N=Nc2ccccc2)cc1)c1ccccc1,9
4593,O=C(OCCCOc1ccc(N=Nc2ccccc2)cc1)c1ccccc1,9
4594,c1ccccc1,1
4595,c1ccc(CCCc2ccccc2)cc1,7
4596,O=C(OCCCOc1ccc(N=Nc2ccccc2)cc1)c1ccc2ccccc2c1,2
4597,O=C(OCCCOc1ccc(N=Nc2ccccc2)cc1)c1ccccc1,9
4598,O=C(OCCCOc1ccc(N=Nc2ccccc2)cc1)c1ccc(-c2ccccc2)cc1,7
4599,c1ccccc1,1
4600,,0
4601,c1ccccc1,1
4602,,0
4603,,0
4604,,0
4605,,0
4606,,0
4607,,0
4608,,0
4609,,0
4610,,0
4611,,0
4612,,0
4613,,0
4614,,0
4615,,0
4616,,0
4617,,0
4618,,0
4619,,0
4620,,0
4621,,0
4622,c1ccccc1,1
4623,,0
4624,,0
4625,,0
4626,,0
4627,,0
4628,,0
4629,c1ccccc1,1
4630,c1ccccc1,1
4631,c1ccsc1,6
4632,c1ccsc1,6
4633,O=C(OCOCC1CCCCC1)c1cccc2ccccc12,3
4634,O=C(OCOCC1CCCCC1)c1ccccc1,2
4635,,0
4636,,0
4637,c1ccccc1,1
4638,c1ccccc1,1
4639,c1ccccc1,1
4640,c1ccccc1,1
4641,c1ccoc1,3
4642,C1CCN(C2CCCC2)CC1,7
4643,C1CCCCC1,4
4644,C1CCC(C2CNCNC2)C1,9
4645,C1CCCCC1,4
4646,O=C1C=CC(=O)C=C1,3
4647,O=C(OC1CCC1)C1CCCCC1,7
4648,C1CCC1,9
4649,C1CCC1,9
4650,O=C(OC1CCC1)c1ccccc1,3
4651,C1CCCCC1,4
4652,C1CCCCC1,4
4653,C1CCOCC1,7
4654,C1CCOCC1,7
4655,C1CCOCC1,7
4656,C1CCOCC1,7
4657,C1CCOCC1,7
4658,C1CCOCC1,7
4659,C1CCOCC1,7
4660,C1CCOCC1,7
4661,C1CCOCC1,7
4662,C1CCOCC1,7
4663,C1CCC(C2CCCCC2)CC1,8
4664,C1CCC(C2CCCCC2)CC1,8
4665,C1CCC(C2CCCCC2)CC1,8
4666,C1CCCCC1,4
4667,C1CCCCC1,4
4668,C1CCCCC1,4
4669,C1CCCCC1,4
4670,C1CCCCC1,4
4671,O=C(OC1CCCCC1)c1ccccc1,5
4672,C1CCCCC1,4
4673,C1CCCCC1,4
4674,C1CCCCC1,4
4675,C1CCCCC1,4
4676,C1CCCCC1,4
4677,C1CCCCC1,4
4678,C1CCCCC1,4
4679,C1CCCCC1,4
4680,C1CCOCC1,7
4681,C1CCCC1,7
4682,C1CCCCC1,4
4683,C1CCCCC1,4
4684,C1CCCCCC1,3
4685,C1CCC2COCC2C1,7
4686,O=C(c1ccccc1)c1cccc(Oc2ccccc2)c1,5
4687,,0
4688,S=C(Cc1ccc(-c2ccccc2)cc1)c1cccs1,3
4689,,0
4690,,0
4691,,0
4692,,0
4693,,0
4694,,0
4695,,0
4696,,0
4697,c1ccc(-c2ccccc2)cc1,8
4698,,0
4699,,0
4700,,0
4701,,0
4702,,0
4703,,0
4704,,0
4705,,0
4706,,0
4707,,0
4708,,0
4709,,0
4710,,0
4711,,0
4712,,0
4713,,0
4714,c1ccccc1,1
4715,c1ccccc1,1
4716,c1ccccc1,1
4717,c1ccccc1,1
4718,c1ccccc1,1
4719,c1ccccc1,1
4720,,0
4721,,0
4722,,0
4723,,0
4724,,0
4725,c1ncncn1,8
4726,,0
4727,,0
4728,c1ccccc1,1
4729,O=C(CCCCCCCCC(=O)NCCc1ccccc1)NCCc1ccccc1,2
4730,O=C(CCCCCCCCC(=O)NCCc1ccccc1)NCCc1ccccc1,2
4731,,0
4732,O=C(CCCCCCCCC(=O)NCCc1ccccc1)NCCc1ccccc1,2
4733,,0
4734,,0
4735,,0
4736,,0
4737,,0
4738,,0
4739,,0
4740,,0
4741,,0
4742,,0
4743,c1ccccc1,1
4744,O=C(c1ccccc1)c1ccc(N=N[PH](=O)OCC2CCCCC2)cc1,6
4745,O=C(c1ccccc1)c1ccccc1,4
4746,O=C(OCCc1ccccc1)c1cccc(C(=O)OCCc2ccccc2)c1,5
4747,O=C(OCc1ccccc1)c1cccc(C(=O)OCc2ccccc2)c1,7
4748,c1ccc(Oc2ccccc2)cc1,3
4749,c1ccc(Oc2ccccc2)cc1,3
4750,O=[PH](N=Nc1ccc(Oc2ccccc2)cc1)OCc1ccccc1,4
4751,O=[PH](N=Nc1ccc(-c2ccccc2)cc1)OCc1ccccc1,5
4752,O=C1C(=Cc2ccccc2)CCC1=Cc1ccccc1,8
4753,O=[PH](OCCCCCCCCCCOc1ccc(C=Cc2ccccc2)cc1)OCCCCCCCCCCOc1ccc(N=Nc2ccccc2)cc1,8
4754,O=[PH](OCCCCCCCCCCOc1ccc(C=Cc2ccccc2)cc1)OCCCCCCCCCCOc1ccc(N=Nc2ccccc2)cc1,8
4755,O=[PH](OCCCCCCCCCCOc1ccc(C=Cc2ccccc2)cc1)OCCCCCCCCCCOc1ccc(N=Nc2ccccc2)cc1,8
4756,O=[PH](OCCCCCCCCCCOc1ccc(C=Cc2ccccc2)cc1)OCCCCCCCCCCOc1ccc(N=Nc2ccc(-c3ccccc3)cc2)cc1,6
4757,O=[PH](OCCCCCCCCCCOc1ccc(C=Cc2ccccc2)cc1)OCCCCCCCCCCOc1ccc(N=Nc2ccccc2)cc1,8
4758,O=C1C(=Cc2ccccc2)CCC1=Cc1ccccc1,8
4759,O=C1C(=Cc2ccccc2)CCC1=Cc1ccccc1,8
4760,O=C1C(=Cc2ccccc2)CCC1=Cc1ccccc1,8
4761,O=C1C(=Cc2ccccc2)CCC1=Cc1ccccc1,8
4762,O=C1C(=Cc2ccccc2)CCC1=Cc1ccccc1,8
4763,O=C1C(=Cc2ccccc2)CCC1=Cc1ccccc1,8
4764,O=[PH](OCCOc1ccc(S(=O)(=O)c2ccccc2)cc1)Oc1ccccc1,5
4765,O=[PH](OCCOc1ccc(S(=O)(=O)c2ccccc2)cc1)Oc1ccccc1,5
4766,O=[PH](OCCOc1ccc(S(=O)(=O)c2ccccc2)cc1)Oc1ccccc1,5
4767,O=[PH](OCCOc1ccc(S(=O)(=O)c2ccccc2)cc1)Oc1ccccc1,5
4768,O=[PH](Oc1ccccc1)Oc1ccccc1,8
4769,O=[PH](Oc1ccccc1)Oc1ccccc1,8
4770,O=[PH](Oc1ccccc1)Oc1ccccc1,8
4771,O=[PH](Oc1ccccc1)Oc1ccccc1,8
4772,O=[PH](Oc1ccccc1)Oc1ccc(Cc2ccccc2)cc1,4
4773,O=[PH](Oc1ccccc1)Oc1ccc(Cc2ccccc2)cc1,4
4774,O=[PH](Oc1ccccc1)Oc1ccc(Cc2ccccc2)cc1,4
4775,O=[PH](Oc1ccccc1)Oc1ccc(Cc2ccccc2)cc1,4
4776,O=[PH](Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccccc2)cc1,4
4777,O=[PH](Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccccc2)cc1,4
4778,O=[PH](Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccccc2)cc1,4
4779,O=[PH](Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccccc2)cc1,4
4780,O=[PH](Oc1cccc2ccccc12)OC1CCCCC1,5
4781,O=[PH](Oc1ccccc1)Oc1cccc2ccccc12,3
4782,O=[PH](Oc1ccccc1)OC1CCCCC1,6
4783,O=[PH](Oc1ccc(-c2ccccc2)cc1)OC1CCCCC1,4
4784,O=[PH](Oc1ccccc1)Oc1ccccc1,8
4785,O=[PH](Oc1ccccc1)Oc1ccc(Cc2ccccc2)cc1,4
4786,O=[PH](Oc1ccccc1)Oc1ccc(Cc2ccccc2)cc1,4
4787,O=[PH](Oc1ccccc1)Oc1ccc(Cc2ccccc2)cc1,4
4788,O=C(Nc1ccccc1)Oc1ccc(Cc2ccc(OC(=O)Nc3ccc(O[PH](=O)c4ccccc4)cc3)cc2)cc1,2
4789,O=C(Nc1ccccc1)Oc1ccc(-c2ccc(OC(=O)Nc3ccc(O[PH](=O)c4ccccc4)cc3)cc2)cc1,6
4790,O=[PH](Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccccc2)cc1,4
4791,O=[PH](Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccccc2)cc1,4
4792,O=[PH](Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccccc2)cc1,4
4793,O=[PH](Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccccc2)cc1,4
4794,O=[PH](Oc1cccc2ccccc12)OC1CCCCC1,5
4795,O=[PH](Oc1ccccc1)Oc1ccccc1,8
4796,O=[PH](Oc1ccccc1)Oc1ccccc1,8
4797,O=[PH](Oc1ccccc1)Oc1ccc(-c2ccccc2)cc1,3
4798,O=S(=O)(Oc1ccc(C2(c3ccccc3)CCCC2)cc1)c1ccccc1,4
4799,O=S(=O)(Oc1ccc(C2(c3ccccc3)CCCCC2)cc1)c1ccccc1,5
4800,O=S(=O)(Oc1ccc(C2(c3ccccc3)CCCC2)cc1)c1ccccc1,4
4801,c1ccccc1,1
4802,O=C(c1ccccc1)c1cccc(S(=O)(=O)Oc2ccc(Cc3ccccc3)cc2)c1,5
4803,O=S(=O)(Oc1ccc(Cc2ccccc2)cc1)c1ccccc1,5
4804,O=S(=O)(Oc1ccc(Cc2ccccc2)cc1)c1ccccc1,5
4805,O=S(=O)(Oc1ccc(C2(c3ccccc3)CCCCC2)cc1)c1ccccc1,5
4806,O=S(=O)(Oc1ccc(Cc2ccccc2)cc1)c1ccc(Oc2ccccc2)cc1,2
4807,O=C(NCCCCCCNC(=O)OCCCCCOC(=O)c1ccccc1)OCCCCCOC(=O)c1ccccc1,6
4808,,0
4809,c1ccccc1,1
4810,C(=C/c1ccccc1)\c1ccccc1,2
4811,C(=C/c1ccccc1)\c1ccccc1,2
4812,O=C(Oc1ccccc1)c1ccccc1,5
4813,C(=C/c1ccccc1)\c1ccccc1,2
4814,c1ccc2c(c1)[nH]c1ccccc12,9
4815,O=C1OCCO1,3
4816,,0
4817,,0
4818,,0
4819,,0
4820,O=C(OC1CCC2C(=CCC3C4CCCC4CCC23)C1)c1ccccc1,7
4821,O=C(OC1CCC2C(=CCC3C4CCCC4CCC23)C1)c1ccccc1,7
4822,O=C(Oc1ccc(-c2ccc(OC(=O)c3ccccc3)cc2)cc1)c1ccccc1,4
4823,O=C(Oc1ccc(-c2ccc(OC(=O)c3ccccc3)cc2)cc1)c1ccccc1,4
4824,c1ccc(N=Nc2ccccc2)cc1,7
4825,c1ccc2c(c1)[nH]c1ccccc12,9
4826,,0
4827,c1ccccc1,1
4828,c1ccc([SiH2]c2ccccc2)cc1,5
4829,,0
4830,,0
4831,,0
4832,c1ccccc1,1
4833,c1ccccc1,1
4834,,0
4835,,0
4836,C(=Nc1ccc(Oc2ccc(N=Cc3ccccc3)cc2)cc1)c1ccccc1,5
4837,O=C(Oc1ccccc1)c1ccc(-c2ccccc2)cc1,4
4838,O=C(Oc1ccccc1)c1ccc(-c2ccccc2)cc1,4
4839,N=C1C=CC(=N)c2ccccc21,9
4840,N=C1c2ccccc2C(=N)c2ccccc21,3
4841,,0
4842,O=C1C(=Cc2ccc(Oc3ccc(S(=O)(=O)c4ccccc4)cc3)cc2)CCCC1=Cc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3)cc2)cc1,2
4843,O=C1C(=Cc2ccc(Oc3ccc(S(=O)(=O)c4ccccc4)cc3)cc2)CCCCC1=Cc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3)cc2)cc1,8
4844,,0
4845,,0
4846,c1ccc(Cc2ccccc2)cc1,2
4847,c1ccc([SiH](OCCOc2ccc(C3(c4ccccc4)c4ccccc4-c4ccccc43)cc2)c2ccccc2)cc1,4
4848,c1ccccc1,1
4849,,0
4850,,0
4851,c1ccccc1,1
4852,c1ccccc1,1
4853,,0
4854,c1ccc([SiH](CC[SiH2]O[SiH2]CC[Si](O[Si](O[Si](O[SiH](c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,2
4855,,0
4856,,0
4857,c1ccccc1,1
4858,,0
4859,C1=Cc2cccc3cccc1c23,6
4860,c1ccc2c(c1)ccc1ccccc12,6
4861,c1ccccc1,1
4862,c1ccccc1,1
4863,c1ccc([SiH2]c2cccc([SiH2]c3ccccc3)c2)cc1,5
4864,c1ccc(Oc2ccccc2)cc1,3
4865,c1ccccc1,1
4866,c1ccc(-c2ccccc2)cc1,8
4867,c1ccc(Oc2ccccc2)cc1,3
4868,c1ccccc1,1
4869,c1ccc(-c2ccccc2)cc1,8
4870,c1ccccc1,1
4871,c1ccccc1,1
4872,c1ccccc1,1
4873,c1ccc([SiH](Oc2ccc(C3(c4ccccc4)c4ccccc4-c4ccccc43)cc2)c2ccccc2)cc1,4
4874,c1ccccc1,1
4875,c1ccc(Cc2ccccc2)cc1,2
4876,c1ccc(Cc2ccc(O[SiH2]c3ccccc3)cc2)cc1,2
4877,c1ccc([SiH](Oc2ccc(C3(c4ccccc4)c4ccccc4-c4ccccc43)cc2)c2ccccc2)cc1,4
4878,c1ccccc1,1
4879,c1ccc(COCCOc2ccc(OCCOCc3ccccc3)cc2)cc1,3
4880,c1ccc2ccccc2c1,9
4881,c1ccc2ccccc2c1,9
4882,c1cc2ccc3cccc4ccc(c1)c2c34,4
4883,c1ccc(CCc2ccccc2)cc1,8
4884,c1ccccc1,1
4885,c1ccc2ccccc2c1,9
4886,c1ccc2ccccc2c1,9
4887,c1ccc([SiH](c2ccccc2)c2ccc([SiH](c3ccccc3)c3ccccc3)cc2)cc1,6
4888,c1ccccc1,1
4889,c1ccccc1,1
4890,c1ccc([SiH2]Oc2ccc(-c3ccccc3)cc2)cc1,6
4891,c1ccc(-c2ccccc2)cc1,8
4892,c1ccc(-c2cccc(-c3ccccc3)c2)cc1,3
4893,c1ccc(C2(c3ccccc3)CC3CCC2C3)cc1,3
4894,c1ccccc1,1
4895,c1ccc(N=Nc2ccccc2)cc1,7
4896,O=S(=O)(c1ccccc1)c1ccc(Oc2ccc(Cc3ccccc3)cc2)cc1,4
4897,c1ccccc1,1
4898,c1ccccc1,1
4899,O=C(Nc1ccccc1)c1ccc(C(=O)Nc2ccccc2)cc1,6
4900,O=C(Nc1ccccc1)c1ccc(C(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,4
4901,c1ccc(Cc2cccc(Cc3ccc(Oc4ccccc4)cc3)c2)cc1,3
4902,c1ccc(COCc2cccc(COCc3ccc(Oc4ccc(Cc5ccccc5)cc4)cc3)c2)cc1,6
4903,O=S(=O)(c1ccccc1)c1ccc(Oc2ccc(Cc3ccccc3)cc2)cc1,4
4904,c1ccc(Cc2ccc(Oc3ccc(Sc4ccccc4)cc3)cc2)cc1,4
4905,c1ccc(Cc2ccc(Oc3ccc(-c4ccccc4)cc3)cc2)cc1,4
4906,O=S(=O)(c1ccccc1)c1ccc(Oc2ccc(Cc3ccccc3)cc2)cc1,4
4907,c1ccccc1,1
4908,c1ccc(Oc2ccccc2)cc1,3
4909,O=C(Nc1ccccc1)c1cccc(Oc2cccc(C(=O)Nc3cccc(Oc4ccccc4)c3)c2)c1,3
4910,O=C(COc1ccc2ccccc2c1Sc1cccc2ccccc12)Nc1cccc2ccccc12,4
4911,O=C(COc1ccc2ccccc2c1Sc1cccc2ccccc12)Nc1ccc(Cc2ccccc2)cc1,2
4912,O=C(COc1ccc2ccccc2c1Sc1cccc2ccccc12)Nc1ccccc1,4
4913,O=C(c1ccccc1)c1ccc(C(=O)c2ccccc2)c(Oc2ccccc2)c1,7
4914,O=C(Nc1ccc(Cc2ccc(NC(=O)c3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccccc1,4
4915,O=C(Nc1ccc(Cc2ccc(NC(=O)c3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccccc1,4
4916,O=C(Nc1ccc(Cc2ccc(NC(=O)c3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccccc1,4
4917,O=C(Nc1ccc(Cc2ccc(NC(=O)c3ccc(Oc4ccccc4)cc3)cc2)cc1)c1ccccc1,4
4918,O=C(c1ccccc1)c1ccc(Oc2ccccc2)cc1,8
4919,O=C(Oc1cc(Cc2ccccc2)ccc1Cc1ccccc1)c1ccccc1,5
4920,O=C(Oc1cc(Cc2ccccc2)ccc1Cc1ccccc1)c1ccccc1,5
4921,O=C(Oc1ccc(OC(=O)c2ccccc2)cc1)c1ccccc1,2
4922,O=C(Oc1ccc(OC(=O)c2ccccc2)cc1)c1ccccc1,2
4923,O=C(Oc1ccc(OC(=O)c2ccccc2)cc1)c1ccccc1,2
4924,O=C(Oc1ccc(OC(=O)c2ccccc2)cc1)c1ccccc1,2
4925,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,5
4926,O=C(c1ccccc1)c1ccc(C(=O)c2ccccc2)cc1,5
4927,c1ccc(Cc2ccccc2)cc1,2
4928,c1ccc(Cc2ccccc2)cc1,2
4929,c1ccc(Cc2ccccc2)cc1,2
4930,c1ccc(Cc2ccccc2)cc1,2
4931,O=C(Oc1ccc(Cc2ccccc2)cc1)c1ccccc1,3
4932,O=C(Oc1ccc(Cc2ccccc2)cc1)c1ccccc1,3
4933,O=C(Oc1ccc(Cc2ccccc2)cc1)c1ccccc1,3
4934,O=C(Oc1ccc(Cc2ccccc2)cc1)c1ccccc1,3
4935,c1ccc(C2(c3ccccc3)CC3CC2C2C4CCC(C4)C32)cc1,3
4936,c1ccc(C2(c3ccccc3)CC3CC2C2CCCC32)cc1,2
4937,c1ccc(C2(c3ccccc3)CC3CCC2C3)cc1,3
4938,c1ccc(C2(c3ccccc3)CC3CCC2C3)cc1,3
4939,O=C(c1ccccc1)c1ccc(Oc2ccc(C3(c4ccccc4)CCC4CCCCC4C3)cc2)cc1,3
4940,O=C(c1ccccc1)c1cccc(C(=O)c2ccc(Oc3ccc(C4(c5ccccc5)c5ccccc5-c5ccccc54)cc3)cc2)c1,4
4941,O=C1C(=Cc2ccccc2)CCCC1=Cc1ccc(OC(=O)c2ccccc2)cc1,6
4942,O=C1C(=Cc2ccccc2)CCC1=Cc1ccc(OC(=O)c2ccc(N=Cc3ccc(C=Nc4ccccc4)cc3)cc2)cc1,9
4943,O=C1C(=Cc2ccccc2)CCCC1=Cc1ccccc1,4
4944,O=C1C(=Cc2ccccc2)CCCC1=Cc1ccccc1,4
4945,O=C(NCC1CCCC(NC(=O)Nc2cccc(-c3ccc(Oc4ccccc4)cc3)c2)C1)Nc1cccc(-c2ccc(Oc3ccccc3)cc2)c1,5
4946,O=C(Oc1ccccc1)c1cc(OCCCc2ccccc2)ccc1OCCCc1ccccc1,5
4947,O=C(Oc1ccccc1)c1ccccc1Sc1ccccc1,9
4948,O=C(Oc1cccc(-c2ccccc2)c1)c1ccccc1Sc1ccccc1,7
4949,O=C(Oc1ccccc1)c1ccc(-c2ccccc2)cc1-c1ccccc1,4
4950,O=C(Oc1cccc(Cc2ccccc2)c1)c1ccc(-c2ccccc2)cc1-c1ccccc1,6
4951,O=C(Oc1cccc(-c2ccccc2)c1)c1ccc(-c2ccccc2)cc1-c1ccccc1,6
4952,O=C(Oc1ccc(Sc2ccccc2)cc1)c1ccc(C(=O)Oc2ccc(Sc3cccc(C(=O)Oc4ccccc4)c3)cc2)cc1,2
4953,O=C(Oc1ccccc1)c1ccccc1,5
4954,O=C(Oc1cccc(C2CCCCCCC2)c1)c1ccccc1,8
4955,O=C(Oc1ccccc1)c1ccccc1,5
4956,O=C(Oc1cccc(-c2ccccc2)c1)c1ccccc1,7
4957,O=C(Oc1cccc(C=Cc2ccncc2)c1)c1ccc(OCCCCCCCCCCCCOc2ccccc2)cc1,3
4958,O=C(Oc1cccc(S(=O)(=O)c2ccccc2)c1)c1ccc(OCCCCCCCCCCOc2ccccc2)cc1,4
4959,O=C(Oc1ccccc1)c1ccc(OCCCCCCCCOc2ccccc2)cc1,2
4960,O=C(Oc1cccc(S(=O)(=O)c2ccccc2)c1)c1ccc(OCCCCCCOc2ccccc2)cc1,2
4961,O=C(Oc1ccccc1)c1ccc(Sc2cccc(OC(=O)c3ccc(C(=O)Oc4cccc(Sc5ccccc5)c4)cc3)c2)cc1,2
4962,O=C(CCCOc1ccccc1)NNC(=O)c1ccccc1,8
4963,O=C(CCCCOc1ccccc1)NNC(=O)c1ccccc1,8
4964,O=C(CCCCCOc1ccccc1)NNC(=O)c1ccccc1,9
4965,O=C(Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5ccc(Oc6ccccc6)cc5)cc4)cc3)cc2)cc1)c1ccccc1,2
4966,O=C(Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5ccc(Oc6cccc(-c7ccccc7)c6)cc5)cc4)cc3)cc2)cc1)c1ccccc1,4
4967,O=C(Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc(Oc6ccccc6)cc5)cc4)cc3)cc2)cc1)c1ccccc1,7
4968,O=C(Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc(Oc6cccc(-c7ccccc7)c6)cc5)cc4)cc3)cc2)cc1)c1ccccc1,6
4969,O=C(c1ccccc1)c1cccc(C(=O)c2ccc(Oc3ccccc3)cc2)c1,3
4970,O=C(c1ccccc1)c1ccc(Oc2ccccc2)cc1,8
