canon,target_type,fold
OP(=O)(Oc1c2c(ccc1)c(ccc2))OC1CCCCC1,tg,2
OP(=O)(Oc1c2c(ccc1)c(ccc2))Oc1ccccc1,tg,1
OP(=O)(Oc1ccc()cc1)OC1CCCCC1,egc,0
OP(=O)(Oc1ccc(-c2ccc()cc2)cc1)OC1CCCCC1,egc,2
OP(=O)(Oc1ccc(cc1))Oc1ccccc1,tg,1
OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1))(C)C)Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,tg,0
OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1))(C)C)Oc1c(cc(cc1Cl)Cl)Cl,tg,2
OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1))(C)C)Oc1c(cccc1Cl)Cl,tg,1
OP(=O)(Oc1ccc(cc1)NC(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)Nc1ccc(cc1))(C)C)c1ccccc1,tg,0
OP(=O)(Oc1ccc(cc1)NC(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)Nc1ccc(cc1))c1ccccc1,tg,2
OP(=O)(Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1))Oc1ccc(cc1)Br,tg,1
OP(=O)(Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1))Oc1ccc(cc1)C,tg,0
OP(=O)(Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1))Oc1ccc(cc1)OC,tg,2
OP(=O)(Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1))Oc1ccccc1,tg,1
OP(=O)(Oc1cccc2c()cccc12)OC1CCCCC1,egc,0
OP(=O)(Oc1ccccc1)Oc1c(Cl)c(Cl)c()c(Cl)c1Cl,egc,2
OP(=O)(Oc1ccccc1)Oc1ccc()cc1,egc,1
OP(=O)(Oc1ccccc1)Oc1ccc(-c2ccc()cc2)cc1,egc,0
OS(=O)(=O)c1c(ccc(c1)S(=O)(=O)Oc1ccc(cc1)C1(CCCC1)c1ccc(cc1))C,tg,2
OS(=O)(=O)c1c(ccc(c1)S(=O)(=O)Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1))C,tg,1
OS(=O)(=O)c1cc(S(=O)(=O)Oc2ccc(C3(c4ccc()cc4)CCCC3)cc2)ccc1C,egc,0
OS(=O)(=O)c1cc(c(c(c1)C))C,tg,2
OS(=O)(=O)c1cc(ccc1)C(=O)c1cc(ccc1)S(=O)(=O)Oc1ccc(cc1)C(c1ccc(cc1))(C)C,tg,1
OS(=O)(=O)c1cc(ccc1)S(=O)(=O)Oc1ccc(cc1)C(c1ccc(cc1))(C)C,tg,0
OS(=O)(=O)c1cc(ccc1)S(=O)(=O)Oc1ccc(cc1)C(c1ccc(cc1))(CC)C,tg,2
OS(=O)(=O)c1cc(ccc1)S(=O)(=O)Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1),tg,1
OS(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)C(c1ccc(cc1))(C)C,tg,0
O[Ca]OC(=O)c1c(cccc1)C(=O)OCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCOC(=O)c1c(cccc1)C(=O),tg,2
O[Si]()(CC)CC,tg,1
O[Si]()(CCC)c1ccccc1,tg,0
O[Si]()(CCCCCCCCCCCOc1ccc(cc1)/C=C/c1ccc(cc1)C#N)C,tg,2
O[Si]()(CCCCCCCCCCCOc1ccc(cc1)/C=C/c1ccc(cc1)OC)C,tg,1
O[Si]()(CCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)OCC(CC)C)C,tg,0
O[Si]()(CCCCCOc1ccc(cc1)/C=C/c1ccc(cc1)OC)C,tg,2
O[Si]()(CCCCCn1c2ccccc2c2ccccc12)C,tg,1
O[Si]()(CCCOCC1OC(=O)OC1)C,tg,0
O[Si]()(CCCOCCOCCOC)CCCOCCOCCOC,tg,2
O[Si]()(CCCOCCOCCOCCOCCOC)CCCOCCOCCOCCOCCOC,tg,1
O[Si]()(CCCOCCOCCOCCOCCOCCOCCOC)CCCOCCOCCOCCOCCOCCOCCOC,tg,0
O[Si]()(CCCOCCOCCOCCOCCOCCOCCOCCOC)CCCOCCOCCOCCOCCOCCOCCOCCOC,tg,2
O[Si]()(CCCOc1c(cc(cc1)C(=O)OC1CC2=CCC3C(CCC4(C(CCC34)C(CCCC(C)C)C)C)C2(CC1)C)S(=O)(=O)O[K])C,tg,1
O[Si]()(CCCOc1ccc(cc1)C(=O)OC1CC2=CCC3C(CCC4(C(CCC34)C(CCCC(C)C)C)C)C2(CC1)C)C,tg,0
O[Si]()(CCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1cc(c(c(c1)OCC(CC)C)OCC(CC)C)OCC(CC)C)C,tg,2
O[Si]()(CCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1cc(c(c(c1)OCCCCC)OCCCCC)OCCCCC)C,tg,1
O[Si]()(CCCOc1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)O)C,tg,0
O[Si]()(CCCn1c2ccccc2c2ccccc12)C,tg,2
O[Si]()(OCCOCCOCCOCCOCCOCCOCCOCCOC)C,tg,1
O[Si]()(c1ccccc1)C,tg,0
O[Si]()(c1ccccc1)c1ccccc1,tg,2
O[Si](C#C[Si](C#C[Si](C#C[Si](C#C[Si]()(C)C)(C)C)(C)C)(C)C)(C)C,tg,1
O[Si](C#C[Si](C#C[Si](C#C[Si](C#C[Si](C#C[Si]()(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,tg,0
O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC(C)CCC()C,egc,2
O[Si](C)(C)Oc1ccc()cc1,egc,1
O[Si](CC(COC(=O)c1cc(ccc1)C(=O)OCC(C[Si]()(C)C)(C)C)(C)C)(C)C,tg,0
O[Si](CCC(C(C(C(C(C(C(C(C(C(CC[Si]()(CCC(F)(F)F)C)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(CCC(F)(F)F)C,tg,2
O[Si](CCC(CC[Si]()(CCC(F)(F)F)C)(F)F)(CCC(F)(F)F)C,tg,1
O[Si](CCCC(=O)Oc1ccc(cc1)C=Nc1ccc(cc1)Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)CCC[Si]()(C)C)(C)C,tg,0
O[Si](CCCCCCOC(=O)C(Oc1c(cc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCCCC[Si]()(C)C)[N+](=O)[O-])C)(C)C,tg,2
O[Si](CCCCCCOC(=O)C(Oc1ccc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCCCC[Si]()(C)C)C)(C)C,tg,1
O[Si](CCCN=C1c2c(C(=NCCC[Si]()(C)C)C=C1)c(ccc2O)O)(C)C,tg,0
O[Si](CCCN=C1c2c(ccc(c2C(=NCCC[Si]()(C)C)c2ccccc12)O)O)(C)C,tg,2
O[Si](CC[Si]()(O[Si](C)(C)C)C)(C)C,tg,1
O[Si](COC(=O)CCCCCCCCC(=O)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)OC(=O)CCCCCCCCC(=O)OC[Si]()(C)C)CCC1)(C)C,tg,0
O[Si](COC(=O)CCCCCCCCC(=O)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)OC(=O)CCCCCCCCC(=O)OC[Si]()(C)C)CCCC1)(C)C,tg,2
O[Si](OC(CC)C)(C)C,tg,1
O[Si](OC(CCC)C)(C)C,tg,0
O[Si](OC(COc1ccc(cc1)C(c1ccc(cc1)OCC()CCl)(C)C)CCl)(C)C,tg,2
O[Si](OCCOc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)OCC)(c1ccccc1)c1ccccc1,tg,1
O[Si](O[Si]()(c1c(c(c(c(c1F)F)F)F)F)C)(C)C,tg,0
O[Si](O[Si](OC(CCC()C)C)(C)C)(C)C,tg,2
O[Si](O[Si](OC(CCCCC()C)C)(C)C)(C)C,tg,1
O[Si](O[Si](O[Si]()(c1c(c(c(c(c1F)F)Cl)F)F)C)(C)C)(C)C,tg,0
O[Si](O[Si](O[Si]()(c1c(c(c(c(c1F)F)F)F)F)C)(C)C)(C)C,tg,2
O[Si](O[Si](O[Si](OC(CCCCC()C)C)(C)C)(C)C)(C)C,tg,1
O[Si](O[Si](O[Si](O[Si](CC[Si](O[Si](CC[Si]()(c1ccccc1)c1ccccc1)(C)C)(C)C)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,tg,0
O[Si](O[Si](O[Si](O[Si](OC(CCC()C)C)(C)C)(C)C)(C)C)(C)C,tg,2
O[Si](O[Si](O[Si](O[Si](OC(CCCCC()C)C)(C)C)(C)C)(C)C)(C)C,tg,1
O[Si](O[Si](O[Si](O[Si](O[Si](C#Cc1ccc(cc1)C#C[Si]()(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,tg,0
O[Si](O[Si](O[Si](O[Si](O[Si](OC(CCCCC()C)C)(C)C)(C)C)(C)C)(C)C)(C)C,tg,2
O[Si](O[Si](O[Si](O[Si](O[Si](O[Si](OC1=C(c2c3c(ccc2)cccc13))(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,tg,1
O[Si](O[Si](O[Si](O[Si](O[Si](Oc1c2ccccc2c2ccccc2c1)(C)C)(C)C)(C)C)(C)C)(C)C,tg,0
O[Si](O[Si](O[Si](O[Si](O[Si](c1ccc(cc1)[Si]()(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,tg,2
O[Si](O[Si](O[Si](O[Si](c1cc(ccc1)[Si]()(C)C)(C)C)(C)C)(C)C)(C)C,tg,1
O[Si](O[Si](O[Si](O[Si](c1cc(ccc1)[Si]()(c1ccccc1)C)(c1ccccc1)C)(C)C)(C)C)(C)C,tg,0
O[Si](O[Si](O[Si](O[Si](c1ccc(cc1)Oc1ccc(cc1)[Si]()(C)C)(C)C)(C)C)(C)C)(C)C,tg,2
O[Si](O[Si](O[Si](O[Si](c1ccc(cc1)[Si]()(C)C)(C)C)(C)C)(C)C)(C)C,tg,1
O[Si](O[Si](O[Si](Oc1c(cc(cc1C)c1cc(c(c(c1)C))C)C)(C)C)(C)C)(C)C,tg,0
O[Si](O[Si](O[Si](c1ccc(cc1)Oc1ccc(cc1)[Si]()(C)C)(C)C)(C)C)(C)C,tg,2
O[Si](O[Si](O[Si](c1ccc(cc1)[Si]()(C)C)(C)C)(C)C)(C)C,tg,1
O[Si](O[Si](Oc1ccc(cc1)c1ccc(cc1))(C)C)(C)C,tg,0
O[Si](O[Si](c1c(c(c(c(c1F)F)F)[Si]()(C)C)F)(C)C)(C)C,tg,2
O[Si](O[Si](c1ccc(cc1)[Si]()(C)C)(C)C)(C)C=C,tg,1
O[Si](O[Si](c1ccc(cc1)[Si]()(C)C)(C)C)(C=C)C=C,tg,0
O[Si](Oc1c(cc(cc1)C1(c2ccccc2c2ccccc12)c1cc(c(cc1))C)C)(c1ccccc1)c1ccccc1,tg,2
O[Si](Oc1ccc(cc1))(C)C,tg,1
O[Si](Oc1ccc(cc1)C(c1ccc(cc1))(C)C)(C)C,tg,0
O[Si](Oc1ccc(cc1)C(c1ccc(cc1))(C)C)(c1ccccc1)C,tg,2
O[Si](Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1))(c1ccccc1)c1ccccc1,tg,1
O[Si](c1c(cc(c(c1)OCCO)[Si]()(C)C)OCCO)(C)C,tg,0
O[Si](c1c(cc(c(c1)OCCOCc1ccccc1)[Si]()(C)C)OCCOCc1ccccc1)(C)C,tg,2
O[Si](c1c2c(c(cc1)[Si]()(C)C)cccc2)(C)C,tg,1
O[Si](c1c2c(ccc1)c(ccc2)[Si]()(C)C)(C)C,tg,0
O[Si](c1c2ccc3ccc(c4ccc(cc1)c2c34)[Si]()(C)C)(C)C,tg,2
O[Si](c1cc(ccc1)C(C(c1cc(ccc1)[Si]()(C)C)(F)F)(F)F)(C)C,tg,1
O[Si](c1cc(ccc1)[Si]()(C)C)(C)C,tg,0
O[Si](c1cc2c(cc1)cc(cc2)[Si]()(C)C)(C)C,tg,2
O[Si](c1cc2c(cc1)ccc(c2)[Si]()(C)C)(C)C,tg,1
O[Si](c1ccc(cc1)[Si]()(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,tg,0
O[Si](c1ccc(cc1)[Si](O[SiH]()C)(C)C)(C)C,tg,2
O[Si](c1ccc(cc1)[Si](O[SiH]()CCC(F)(F)F)(C)C)(C)C,tg,1
O[Si](c1ccc(cc1)[Si](Oc1c(cc(cc1C)c1cc(c(c(c1)C))C)C)(C)C)(C)C,tg,0
O[Si](c1ccc(cc1)c1ccc(cc1)[Si]()(C)C)(C)C,tg,2
Oc1c(-c2ccccc2)cc()cc1-c1ccccc1,egc,1
Oc1c(Br)cc(C2(c3cc(Br)c(OC()=O)c(Br)c3)CC3CCC2C3)cc1Br,egc,0
Oc1c(C)cc()cc1C,egc,2
Oc1c(C)cc(N=Nc2ccc(C()=O)cc2)cc1C,egc,1
Oc1c(F)c(F)c(S(=O)(=O)c2c(F)c(F)c(Oc3ccc(C(c4ccc()cc4)(C(F)(F)F)C(F)(F)F)cc3)c(F)c2F)c(F)c1F,egc,0
Oc1c(OC)cc()cc1OC,egc,2
Oc1c(c(c(c(c1)C))C)Br,tg,1
Oc1c(c(c(c(c1C)C)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1))C)C,tg,0
Oc1c(c(c(c(c1C)C)Oc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1))C)C,tg,2
Oc1c(c(c(c(c1F)C#N)Oc1ccc(cc1)C(c1cc(ccc1)C(c1ccc(cc1))(C)C)(C)C)F)C#N,tg,1
Oc1c(c(c(c(c1F)F)COC(c1cc(ccc1)C(OCc1c(c(c(c(c1F)F)Oc1ccc(cc1)Cc1ccc(cc1))F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)F)F,tg,0
Oc1c(c(c(c(c1F)F)S(=O)(=O)c1c(c(c(c(c1F)F)Oc1ccc(cc1)C(c1ccc(cc1))(C(F)(F)F)C(F)(F)F)F)F)F)F,tg,2
Oc1c(c(c(c(c1F)F)Sc1c(c(c(c(c1F)F)Oc1ccc(cc1)C(c1ccc(cc1))(C(F)(F)F)C(F)(F)F)F)F)F)F,tg,1
Oc1c(c(c(c(c1F)F)c1c(c(c(c(c1F)F)Oc1c(cc(cc1)Cc1cc(c(cc1))C=O)C=O)F)F)F)F,tg,0
Oc1c(c(c(c(c1[2H])[2H])S(=O)(=O)c1c(c(c(c(c1[2H])[2H])Oc1c(c(c(c(c1[2H])[2H])C(c1c(c(c(c(c1[2H])[2H]))[2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])[2H])[2H])[2H])[2H])[2H])[2H],tg,2
Oc1c(c(cc(c1)Cl)Cl),tg,1
Oc1c(c(ccc1)Oc1cc(ccc1))C#N,tg,0
Oc1c(c(ccc1)Oc1cc(ccc1)NC(=O)c1c(ccc(c1)Oc1cc(c(cc1)C(=O)O)C(=O)Nc1cc(ccc1))C(=O)O)C#N,tg,2
Oc1c(c2c(cc1)cccc2)Sc1c2c(ccc1OCC(=O)Nc1c3c(ccc1)c(ccc3)NC(=O)C)cccc2,tg,1
Oc1c(c2c(cc1)cccc2)Sc1c2c(ccc1OCC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)C)cccc2,tg,0
Oc1c(c2c(cc1)cccc2)Sc1c2c(ccc1OCC(=O)Nc1ccc(cc1)NC(=O)C)cccc2,tg,2
Oc1c(cc(c(c1)C(=O)c1ccccc1)Oc1ccc(cc1))C(=O)c1ccccc1,tg,1
Oc1c(cc(c(c1)C(C)(C)C)Oc1ccc(cc1)C(=O)Nc1c(cc(cc1)C(c1cc(c(cc1)NC(=O)c1ccc(cc1))C)(C)C)C)C(C)(C)C,tg,0
Oc1c(cc(c(c1)C(C)(C)C)Oc1ccc(cc1)C(=O)Nc1c(cc(cc1C)C(c1cc(c(c(c1)C)NC(=O)c1ccc(cc1))C)(C)C)C)C(C)(C)C,tg,2
Oc1c(cc(c(c1)C(C)(C)C)Oc1ccc(cc1)C(=O)Nc1c(cc(cc1C)Cc1cc(c(c(c1)C(C)C)NC(=O)c1ccc(cc1))C)C(C)C)C(C)(C)C,tg,1
Oc1c(cc(c(c1)C(C)(C)C)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)C(c1ccc(cc1)NC(=O)c1ccc(cc1))(C)C)C(C)(C)C,tg,0
Oc1c(cc(c(c1)C(C)(C)C)Oc1ccc(cc1)C(=O)c1ccc(cc1))C(C)(C)C,tg,2
Oc1c(cc(c(c1)C(c1ccccc1)(C)C)OC(=O)c1cc(ccc1)C(=O))C(c1ccccc1)(C)C,tg,1
Oc1c(cc(c(c1)C(c1ccccc1)(C)C)OC(=O)c1ccc(cc1)C(=O))C(c1ccccc1)(C)C,tg,0
Oc1c(cc(c(c1)OC(=O)c1ccc(cc1)OCCCC)OC(=O)C(CCC(=O))(C)C)OC(=O)c1ccc(cc1)OCCCC,tg,2
Oc1c(cc(c(c1)OC(=O)c1ccc(cc1)OCCCC)OC(=O)CCCCCC(=O))OC(=O)c1ccc(cc1)OCCCC,tg,1
Oc1c(cc(c(c1)OC(=O)c1ccc(cc1)OCCCC)OC(=O)CCCCCCCC(=O))OC(=O)c1ccc(cc1)OCCCC,tg,0
Oc1c(cc(c(c1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCC)OC(=O)CCCC(=O))OC(=O)c1ccc(cc1)OCCCCCCCCCCCC,tg,2
Oc1c(cc(cc1)C(=O)c1cc(ccc1)C(=O)c1cc(c(cc1))C(C)C)CC,tg,1
Oc1c(cc(cc1)C(=O)c1ccc(cc1)C(=O)c1cc(c(cc1))C(C)C)C,tg,0
Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O))C(C)C)(C)C)C(C)C,tg,2
Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O))C)(CC)C)C,tg,1
Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O))C)(CCC#N)C)C,tg,0
Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)CCCCC(=O))C)(C)C)C,tg,2
Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O))C(C)C)(C)C)C(C)C,tg,1
Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O))C(CC)C)(C)C)C(CC)C,tg,0
Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O))C)(C)C)C,tg,2
Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O))Cl)(C)C)Cl,tg,1
Oc1c(cc(cc1)C1(C2C3C(C(C1)C2)C1CCC3C1)c1c(cc(cc1)OC(=O))C)C,tg,0
Oc1c(cc(cc1)C1(C2C3C(CCC3)C(C1)C2)c1cc(c(cc1)OC(=O))C)C,tg,2
Oc1c(cc(cc1)C1(C2CCC(C1)C2)c1cc(c(cc1)OC(=O))C)C,tg,1
Oc1c(cc(cc1)C1(C2CCC(C1)C2)c1cc(c(cc1)OC(=O))Cl)Cl,tg,0
Oc1c(cc(cc1)C1(CC2C(CC1)CCCC2)c1cc(c(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1))C)C,tg,2
Oc1c(cc(cc1)C1(c2ccccc2c2ccccc12)c1cc(c(cc1)Oc1ccc(cc1)C(=O)c1cc(ccc1)C(=O)c1ccc(cc1))C)C,tg,1
Oc1c(cc(cc1)C=C1C(=O)C(=Cc2cc(c(cc2)OC(=O)c2cc(ccc2)C(=O))OC)CCC1)OC,tg,0
Oc1c(cc(cc1)C=C1C(=O)C(=Cc2cc(c(cc2)OC(=O)c2ccc(cc2)N=Cc2ccc(cc2)C=Nc2ccc(cc2)C(=O))OC)CC1)OC,tg,2
Oc1c(cc(cc1)C=C1C(=O)C(=Cc2cc(c(cc2)OCCCCCCCC)OC)CCC1)OC,tg,1
Oc1c(cc(cc1)C=C1C(=O)C(=Cc2cc(c(cc2)OCCCCCCCCCC)OC)CCC1)OC,tg,0
Oc1c(cc(cc1)NC(=O)NC1CC(CC(C1)(CNC(=O)Nc1cc(c(cc1))c1ccc(cc1)Oc1ccccc1)C)(C)C)c1ccc(cc1)Oc1ccccc1,tg,2
Oc1c(cc(cc1)OC(=O)c1c(cc(c(c1)OCCCc1ccccc1)C(=O))OCCCc1ccccc1)C,tg,1
Oc1c(cc(cc1)OC(=O)c1c(cc(cc1)C(=O))Sc1ccccc1)C,tg,0
Oc1c(cc(cc1)OC(=O)c1c(cc(cc1)C(=O))Sc1ccccc1)c1ccccc1,tg,2
Oc1c(cc(cc1)OC(=O)c1c(cc(cc1)c1ccc(cc1)C(=O))c1ccccc1)C,tg,1
Oc1c(cc(cc1)OC(=O)c1c(cc(cc1)c1ccc(cc1)C(=O))c1ccccc1)C(c1ccccc1)(C)C,tg,0
Oc1c(cc(cc1)OC(=O)c1c(cc(cc1)c1ccc(cc1)C(=O))c1ccccc1)c1ccccc1,tg,2
Oc1c(cc(cc1)OC(=O)c1cc(ccc1)Sc1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)Sc1cc(ccc1)C(=O))C,tg,1
Oc1c(cc(cc1)OC(=O)c1ccc(cc1)C(=O))C(F)(F)F,tg,0
Oc1c(cc(cc1)OC(=O)c1ccc(cc1)C(=O))C1CCCCCCC1,tg,2
Oc1c(cc(cc1)OC(=O)c1ccc(cc1)C(=O))CCC(CC)C,tg,1
Oc1c(cc(cc1)OC(=O)c1ccc(cc1)C(=O))c1cc(ccc1)C(F)(F)F,tg,0
Oc1c(cc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCCOc1ccc(cc1)C(=O))C=Cc1ccncc1,tg,2
Oc1c(cc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)C(=O))S(=O)(=O)c1ccccc1,tg,1
Oc1c(cc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCOc1ccc(cc1)C(=O))C(=O)CC,tg,0
Oc1c(cc(cc1)OC(=O)c1ccc(cc1)OCCCCCCOc1ccc(cc1)C(=O))S(=O)(=O)c1ccccc1,tg,2
Oc1c(cc(cc1)OC(=O)c1ccc(cc1)Sc1cc(ccc1)OC(=O)c1ccc(cc1)C(=O)Oc1cc(ccc1)Sc1ccc(cc1)C(=O))C,tg,1
Oc1c(cc(cc1)OCCCC(=O)NNC(=O)c1ccc(cc1)C(=O)NNC(=O)CCC)C,tg,0
Oc1c(cc(cc1)OCCCCC(=O)NNC(=O)c1ccc(cc1)C(=O)NNC(=O)CCCC)C,tg,2
Oc1c(cc(cc1)OCCCCCC(=O)NNC(=O)c1ccc(cc1)C(=O)NNC(=O)CCCCC)C,tg,1
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1))C,tg,0
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1))c1ccccc1,tg,2
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1))C,tg,1
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1))c1ccccc1,tg,0
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1cc(ccc1)C(=O)c1ccc(cc1))S(=O)(=O)O,tg,2
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1))C(C)(C)C,tg,1
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1))c1cc(cc(c1)C)C,tg,0
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1))c1cc(ccc1)C(F)(F)F,tg,2
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1))c1cc(c(cc1)S(=O)(=O)O)C,tg,1
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1))c1cc(ccc1)C,tg,0
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1))c1ccccc1,tg,2
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1))c1cc(c(cc1)S(=O)(=O)O)C,tg,1
Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1))c1cc(ccc1)C,tg,0
Oc1c(cc(cc1)Oc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1))C(C)(C)C,tg,2
Oc1c(cc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1))c1ccccc1)c1ccccc1,tg,1
Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)OCC(C)O)C)C,tg,0
Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)OCC(COc1ccc(cc1)C(c1ccc(cc1)OCC(C)O)(C)C)O)C)C,tg,2
Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1))(C)C)[N+](=O)[O-])[N+](=O)[O-],tg,1
Oc1c(cc(cc1)c1ccc(cc1)NC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)Nc1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1))(C)C)C(F)(F)F)C(F)(F)F,tg,0
Oc1c(cc(cc1)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O))c1ccccc1,tg,2
Oc1c(cc(cc1)c1ccc(cc1)c1cc(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1))(C)C)C(F)(F)F)C(F)(F)F,tg,1
Oc1c(cc(cc1Br))Br,tg,0
Oc1c(cc(cc1Br)C(c1cc(c(c(c1)Br)OC(=O))Br)(C)C)Br,tg,2
Oc1c(cc(cc1Br)C(c1cc(c(c(c1)Br)OC(=O)c1cc(ccc1)C(=O))Br)(C)C)Br,tg,1
Oc1c(cc(cc1Br)C(c1cc(c(c(c1)Br)OC(=O)c1ccc(cc1)OCCCCCCCCCCOc1ccc(cc1)C(=O))Br)(C)C)Br,tg,0
Oc1c(cc(cc1Br)C1(C2CCC(C1)C2)c1cc(c(c(c1)Br)OC(=O))Br)Br,tg,2
Oc1c(cc(cc1Br)S(=O)(=O)c1cc(c(c(c1)Br)OC(=O))Br)Br,tg,1
Oc1c(cc(cc1C(C)C)C(=O)c1cc(ccc1)C(=O)c1ccc(cc1))C(C)C,tg,0
Oc1c(cc(cc1C))C,tg,2
